punish xn=,0.5014,steps,0,rd=0.3,C,0.3008,R,0.2006,D,0.4986,Scost,1495.8
reword xn=,0.4412,steps,20,rd=0.3,C,0.2273,R,0.2139,D,0.5588,Scost,1323.6
reword xn=,0.4021,steps,40,rd=0.3,C,0.1777,R,0.2244,D,0.5979,Scost,1206.3
reword xn=,0.3829,steps,60,rd=0.3,C,0.1552,R,0.2277,D,0.6171,Scost,1148.7
reword xn=,0.3493,steps,80,rd=0.3,C,0.1057,R,0.2436,D,0.6507,Scost,1047.9
reword xn=,0.3396,steps,100,rd=0.3,C,0.089,R,0.2506,D,0.6604,Scost,1018.8
reword xn=,0.3204,steps,120,rd=0.3,C,0.0809,R,0.2395,D,0.6796,Scost,961.2
reword xn=,0.313,steps,140,rd=0.3,C,0.0617,R,0.2513,D,0.687,Scost,939
reword xn=,0.314,steps,160,rd=0.3,C,0.0518,R,0.2622,D,0.686,Scost,942
reword xn=,0.2988,steps,180,rd=0.3,C,0.0397,R,0.2591,D,0.7012,Scost,896.4
reword xn=,0.3132,steps,200,rd=0.3,C,0.0292,R,0.284,D,0.6868,Scost,939.6
reword xn=,0.3129,steps,220,rd=0.3,C,0.0205,R,0.2924,D,0.6871,Scost,938.7
reword xn=,0.3262,steps,240,rd=0.3,C,0.0182,R,0.308,D,0.6738,Scost,978.6
reword xn=,0.3093,steps,260,rd=0.3,C,0.0103,R,0.299,D,0.6907,Scost,927.9
reword xn=,0.3459,steps,280,rd=0.3,C,0.013,R,0.3329,D,0.6541,Scost,1037.7
reword xn=,0.3716,steps,300,rd=0.3,C,0.0116,R,0.36,D,0.6284,Scost,1114.8
reword xn=,0.3845,steps,320,rd=0.3,C,0.0072,R,0.3773,D,0.6155,Scost,1153.5
reword xn=,0.3896,steps,340,rd=0.3,C,0.0054,R,0.3842,D,0.6104,Scost,1168.8
reword xn=,0.4116,steps,360,rd=0.3,C,0.0027,R,0.4089,D,0.5884,Scost,1234.8
reword xn=,0.4095,steps,380,rd=0.3,C,0.0003,R,0.4092,D,0.5905,Scost,1228.5
reword xn=,0.4013,steps,400,rd=0.3,C,0.0003,R,0.401,D,0.5987,Scost,1203.9
reword xn=,0.4349,steps,420,rd=0.3,C,0,R,0.4349,D,0.5651,Scost,1304.7
reword xn=,0.4538,steps,440,rd=0.3,C,0,R,0.4538,D,0.5462,Scost,1361.4
reword xn=,0.487,steps,460,rd=0.3,C,0,R,0.487,D,0.513,Scost,1461
punish xn=,0.5162,steps,480,rd=0.3,C,0,R,0.5162,D,0.4838,Scost,1451.4
punish xn=,0.53,steps,500,rd=0.3,C,0,R,0.53,D,0.47,Scost,1410
punish xn=,0.5521,steps,520,rd=0.3,C,0,R,0.5521,D,0.4479,Scost,1343.7
punish xn=,0.5645,steps,540,rd=0.3,C,0,R,0.5645,D,0.4355,Scost,1306.5
punish xn=,0.5646,steps,560,rd=0.3,C,0,R,0.5646,D,0.4354,Scost,1306.2
punish xn=,0.5917,steps,580,rd=0.3,C,0,R,0.5917,D,0.4083,Scost,1224.9
punish xn=,0.6174,steps,600,rd=0.3,C,0,R,0.6174,D,0.3826,Scost,1147.8
punish xn=,0.6518,steps,620,rd=0.3,C,0,R,0.6518,D,0.3482,Scost,1044.6
punish xn=,0.6574,steps,640,rd=0.3,C,0,R,0.6574,D,0.3426,Scost,1027.8
punish xn=,0.6882,steps,660,rd=0.3,C,0,R,0.6882,D,0.3118,Scost,935.4
punish xn=,0.6911,steps,680,rd=0.3,C,0,R,0.6911,D,0.3089,Scost,926.7
punish xn=,0.7254,steps,700,rd=0.3,C,0,R,0.7254,D,0.2746,Scost,823.8
punish xn=,0.7333,steps,720,rd=0.3,C,0,R,0.7333,D,0.2667,Scost,800.1
punish xn=,0.7591,steps,740,rd=0.3,C,0,R,0.7591,D,0.2409,Scost,722.7
punish xn=,0.7843,steps,760,rd=0.3,C,0,R,0.7843,D,0.2157,Scost,647.1
punish xn=,0.8132,steps,780,rd=0.3,C,0,R,0.8132,D,0.1868,Scost,560.4
punish xn=,0.8255,steps,800,rd=0.3,C,0,R,0.8255,D,0.1745,Scost,523.5
punish xn=,0.8307,steps,820,rd=0.3,C,0,R,0.8307,D,0.1693,Scost,507.9
punish xn=,0.838,steps,840,rd=0.3,C,0,R,0.838,D,0.162,Scost,486
punish xn=,0.8558,steps,860,rd=0.3,C,0,R,0.8558,D,0.1442,Scost,432.6
punish xn=,0.8765,steps,880,rd=0.3,C,0,R,0.8765,D,0.1235,Scost,370.5
punish xn=,0.8851,steps,900,rd=0.3,C,0,R,0.8851,D,0.1149,Scost,344.7
punish xn=,0.8976,steps,920,rd=0.3,C,0,R,0.8976,D,0.1024,Scost,307.2
punish xn=,0.9129,steps,940,rd=0.3,C,0,R,0.9129,D,0.0871,Scost,261.3
punish xn=,0.9215,steps,960,rd=0.3,C,0,R,0.9215,D,0.0785,Scost,235.5
punish xn=,0.9313,steps,980,rd=0.3,C,0,R,0.9313,D,0.0687,Scost,206.1
punish xn=,0.9386,steps,1000,rd=0.3,C,0,R,0.9386,D,0.0614,Scost,184.2
punish xn=,0.9463,steps,1020,rd=0.3,C,0,R,0.9463,D,0.0537,Scost,161.1
punish xn=,0.9494,steps,1040,rd=0.3,C,0,R,0.9494,D,0.0506,Scost,151.8
punish xn=,0.9644,steps,1060,rd=0.3,C,0,R,0.9644,D,0.0356,Scost,106.8
punish xn=,0.9568,steps,1080,rd=0.3,C,0,R,0.9568,D,0.0432,Scost,129.6
punish xn=,0.9704,steps,1100,rd=0.3,C,0,R,0.9704,D,0.0296,Scost,88.8
punish xn=,0.9701,steps,1120,rd=0.3,C,0,R,0.9701,D,0.0299,Scost,89.7
punish xn=,0.9717,steps,1140,rd=0.3,C,0,R,0.9717,D,0.0283,Scost,84.9
punish xn=,0.9734,steps,1160,rd=0.3,C,0,R,0.9734,D,0.0266,Scost,79.8
punish xn=,0.9785,steps,1180,rd=0.3,C,0,R,0.9785,D,0.0215,Scost,64.5
punish xn=,0.9813,steps,1200,rd=0.3,C,0,R,0.9813,D,0.0187,Scost,56.1
punish xn=,0.9857,steps,1220,rd=0.3,C,0,R,0.9857,D,0.0143,Scost,42.9
punish xn=,0.984,steps,1240,rd=0.3,C,0,R,0.984,D,0.016,Scost,48
punish xn=,0.9865,steps,1260,rd=0.3,C,0,R,0.9865,D,0.0135,Scost,40.5
punish xn=,0.9896,steps,1280,rd=0.3,C,0,R,0.9896,D,0.0104,Scost,31.2
punish xn=,0.9885,steps,1300,rd=0.3,C,0,R,0.9885,D,0.0115,Scost,34.5
punish xn=,0.9914,steps,1320,rd=0.3,C,0,R,0.9914,D,0.0086,Scost,25.8
punish xn=,0.9944,steps,1340,rd=0.3,C,0,R,0.9944,D,0.0056,Scost,16.8
punish xn=,0.9918,steps,1360,rd=0.3,C,0,R,0.9918,D,0.0082,Scost,24.6
punish xn=,0.9927,steps,1380,rd=0.3,C,0,R,0.9927,D,0.0073,Scost,21.9
punish xn=,0.9917,steps,1400,rd=0.3,C,0,R,0.9917,D,0.0083,Scost,24.9
punish xn=,0.9929,steps,1420,rd=0.3,C,0,R,0.9929,D,0.0071,Scost,21.3
punish xn=,0.9927,steps,1440,rd=0.3,C,0,R,0.9927,D,0.0073,Scost,21.9
punish xn=,0.9919,steps,1460,rd=0.3,C,0,R,0.9919,D,0.0081,Scost,24.3
punish xn=,0.9936,steps,1480,rd=0.3,C,0,R,0.9936,D,0.0064,Scost,19.2
